date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2019-10-29,sh.600016,6.1900,6.1900,6.1500,6.1600,6.1800,37407092,230602399.0000,3,0.105500,1,-0.323600,0
2019-10-30,sh.600016,6.1600,6.1900,6.1100,6.1600,6.1600,47336662,291250756.0000,3,0.133500,1,0.000000,0
2019-10-31,sh.600016,6.1700,6.1800,6.1100,6.1500,6.1600,46018524,282446792.0000,3,0.129800,1,-0.162300,0
2019-11-01,sh.600016,6.1300,6.2100,6.1000,6.1800,6.1500,70897342,437035075.0000,3,0.199900,1,0.487800,0
2019-11-04,sh.600016,6.1900,6.2300,6.1700,6.1900,6.1800,70399054,435931083.0000,3,0.198500,1,0.161800,0
2019-11-05,sh.600016,6.2000,6.3200,6.1900,6.2600,6.1900,121130255,758252342.0000,3,0.341600,1,1.130900,0
2019-11-06,sh.600016,6.2600,6.3100,6.2400,6.2600,6.2600,69391626,435587833.0000,3,0.195700,1,0.000000,0
2019-11-07,sh.600016,6.2700,6.3000,6.2400,6.2600,6.2600,42628166,267131962.0000,3,0.120200,1,0.000000,0
2019-11-08,sh.600016,6.2700,6.2900,6.1900,6.2000,6.2600,58550018,364782007.0000,3,0.165100,1,-0.958500,0
2019-11-11,sh.600016,6.1900,6.1900,6.1200,6.1300,6.2000,60702797,373915039.0000,3,0.171200,1,-1.129000,0
2019-11-12,sh.600016,6.1500,6.1700,6.1200,6.1500,6.1300,44275709,272189810.0000,3,0.124900,1,0.326300,0
2019-11-13,sh.600016,6.1300,6.1500,6.1000,6.1200,6.1500,45624006,279275744.0000,3,0.128700,1,-0.487800,0
2019-11-14,sh.600016,6.1400,6.1400,6.0800,6.1000,6.1200,46885578,286390078.0000,3,0.132200,1,-0.326800,0
2019-11-15,sh.600016,6.1200,6.1300,6.0900,6.1000,6.1000,32631381,199362766.0000,3,0.092000,1,0.000000,0
2019-11-18,sh.600016,6.1100,6.1400,6.0800,6.1400,6.1000,43012165,263003250.0000,3,0.121300,1,0.655700,0
2019-11-19,sh.600016,6.1200,6.1500,6.1100,6.1300,6.1400,34924761,214161738.0000,3,0.098500,1,-0.162900,0
2019-11-20,sh.600016,6.1300,6.1400,6.0800,6.0800,6.1300,40847734,249340066.0000,3,0.115200,1,-0.815700,0
2019-11-21,sh.600016,6.0700,6.1000,6.0600,6.0800,6.0800,43436447,264168036.0000,3,0.122500,1,0.000000,0
2019-11-22,sh.600016,6.1000,6.1200,6.0700,6.0800,6.0800,47408428,289193327.0000,3,0.133700,1,0.000000,0
2019-11-25,sh.600016,6.1000,6.1800,6.0800,6.1800,6.0800,65160364,401039860.0000,3,0.183700,1,1.644700,0
2019-11-26,sh.600016,6.1900,6.2000,6.1400,6.1900,6.1800,96644899,596975317.0000,3,0.272500,1,0.161800,0
2019-11-27,sh.600016,6.1800,6.1900,6.1500,6.1500,6.1900,35761157,220564708.0000,3,0.100800,1,-0.646200,0
2019-11-28,sh.600016,6.1400,6.1700,6.1300,6.1600,6.1500,36188592,222568777.0000,3,0.102000,1,0.162600,0
2019-11-29,sh.600016,6.1400,6.1900,6.1300,6.1700,6.1600,58898194,363292672.0000,3,0.166100,1,0.162300,0
2019-12-02,sh.600016,6.1600,6.1900,6.1500,6.1700,6.1700,38128422,235296879.0000,3,0.107500,1,0.000000,0
2019-12-03,sh.600016,6.1600,6.1800,6.1400,6.1800,6.1700,32445482,199991601.0000,3,0.091500,1,0.162100,0
2019-12-04,sh.600016,6.1800,6.1800,6.1300,6.1600,6.1800,35763043,220191738.0000,3,0.100800,1,-0.323600,0
2019-12-05,sh.600016,6.1800,6.2000,6.1500,6.1800,6.1600,40730218,251624476.0000,3,0.114900,1,0.324700,0
2019-12-06,sh.600016,6.1900,6.2000,6.1700,6.1900,6.1800,33197070,205438223.0000,3,0.093600,1,0.161800,0
2019-12-09,sh.600016,6.1900,6.2100,6.1700,6.2100,6.1900,36673314,227127233.0000,3,0.103400,1,0.323100,0
2019-12-10,sh.600016,6.2000,6.2100,6.1900,6.1900,6.2100,25318081,156903935.0000,3,0.071400,1,-0.322100,0
2019-12-11,sh.600016,6.2100,6.2100,6.1700,6.2000,6.1900,38039659,235377018.0000,3,0.107300,1,0.161500,0
2019-12-12,sh.600016,6.2100,6.2100,6.1800,6.1900,6.2000,31184025,193034420.0000,3,0.087900,1,-0.161300,0
2019-12-13,sh.600016,6.2100,6.2800,6.2100,6.2700,6.1900,109545561,683309671.0000,3,0.308900,1,1.292400,0
2019-12-16,sh.600016,6.2700,6.2700,6.2300,6.2500,6.2700,69397562,433519657.0000,3,0.195700,1,-0.319000,0
2019-12-17,sh.600016,6.2600,6.3700,6.2400,6.3200,6.2500,124492052,785151763.0000,3,0.351100,1,1.120000,0
2019-12-18,sh.600016,6.3100,6.3500,6.2800,6.2900,6.3200,99743830,629223196.0000,3,0.281300,1,-0.474700,0
2019-12-19,sh.600016,6.2800,6.3300,6.2800,6.3000,6.2900,69491588,438051708.0000,3,0.196000,1,0.159000,0
2019-12-20,sh.600016,6.3000,6.3200,6.2700,6.3000,6.3000,60262340,379339441.0000,3,0.169900,1,0.000000,0
2019-12-23,sh.600016,6.3000,6.3100,6.2300,6.2500,6.3000,57057320,358159765.0000,3,0.160900,1,-0.793700,0
2019-12-24,sh.600016,6.2600,6.2700,6.2300,6.2600,6.2500,31375173,196164949.0000,3,0.088500,1,0.160000,0
2019-12-25,sh.600016,6.2500,6.2600,6.2200,6.2300,6.2600,32870915,204852570.0000,3,0.092700,1,-0.479200,0
2019-12-26,sh.600016,6.2300,6.2600,6.2100,6.2500,6.2300,41182404,257060353.0000,3,0.116100,1,0.321000,0
2019-12-27,sh.600016,6.2400,6.3100,6.2400,6.2700,6.2500,70011537,439891117.0000,3,0.197400,1,0.320000,0
2019-12-30,sh.600016,6.2600,6.3300,6.2400,6.3100,6.2700,62118996,390731526.0000,3,0.175200,1,0.638000,0
2019-12-31,sh.600016,6.3000,6.3300,6.2700,6.3100,6.3100,52114792,328522966.0000,3,0.147000,1,0.000000,0
2020-01-02,sh.600016,6.3600,6.4000,6.3500,6.3600,6.3100,104366480,665289511.0000,3,0.294300,1,0.792400,0
2020-01-03,sh.600016,6.3700,6.3800,6.3400,6.3400,6.3600,59912439,380992682.0000,3,0.168900,1,-0.314500,0
2020-01-06,sh.600016,6.3200,6.3700,6.2800,6.3000,6.3400,80216813,507810730.0000,3,0.226200,1,-0.630900,0
2020-01-07,sh.600016,6.3200,6.3600,6.3000,6.3300,6.3000,57401868,363619300.0000,3,0.161900,1,0.476200,0
2020-01-08,sh.600016,6.3200,6.3300,6.2600,6.2900,6.3300,69352324,436696237.0000,3,0.195600,1,-0.631900,0
2020-01-09,sh.600016,6.3200,6.3400,6.3000,6.3100,6.2900,59926455,378815272.0000,3,0.169000,1,0.318000,0
2020-01-10,sh.600016,6.3200,6.3400,6.3000,6.3300,6.3100,42751276,270126476.0000,3,0.120600,1,0.317000,0
2020-01-13,sh.600016,6.3400,6.3500,6.3200,6.3500,6.3300,50239602,318437039.0000,3,0.141700,1,0.316000,0
2020-01-14,sh.600016,6.3600,6.4100,6.3500,6.3800,6.3500,58946981,375955376.0000,3,0.166200,1,0.472400,0
2020-01-15,sh.600016,6.3800,6.3900,6.3200,6.3200,6.3800,45376577,287653634.0000,3,0.128000,1,-0.940400,0
2020-01-16,sh.600016,6.3300,6.3400,6.2900,6.3000,6.3200,39147431,246823284.0000,3,0.110400,1,-0.316500,0
2020-01-17,sh.600016,6.3100,6.3400,6.2700,6.2900,6.3000,44472368,280207440.0000,3,0.125400,1,-0.158700,0
2020-01-20,sh.600016,6.2900,6.3200,6.2900,6.3200,6.2900,45150784,284871560.0000,3,0.127300,1,0.477000,0
2020-01-21,sh.600016,6.3000,6.3100,6.2500,6.2500,6.3200,62017423,388512368.0000,3,0.174900,1,-1.107600,0
2020-01-22,sh.600016,6.2600,6.3300,6.2100,6.2600,6.2500,61125004,382340153.0000,3,0.172400,1,0.160000,0
2020-01-23,sh.600016,6.2300,6.2500,6.0800,6.0800,6.2600,117284146,719120752.0000,3,0.330700,1,-2.875400,0
2020-02-03,sh.600016,5.5700,5.8100,5.5700,5.6900,6.0800,225712139,1281136640.0000,3,0.636500,1,-6.414500,0
2020-02-04,sh.600016,5.7000,5.8600,5.6500,5.8300,5.6900,146504544,847678444.0000,3,0.413100,1,2.460500,0
2020-02-05,sh.600016,5.8500,5.9000,5.7800,5.8400,5.8300,86698980,507674809.0000,3,0.244500,1,0.171500,0
2020-02-06,sh.600016,5.8900,5.9200,5.8300,5.9100,5.8400,87386817,513474712.0000,3,0.246400,1,1.198600,0
2020-02-07,sh.600016,5.8700,5.8900,5.8200,5.8900,5.9100,69093386,404604638.0000,3,0.194800,1,-0.338400,0
2020-02-10,sh.600016,5.8500,5.8800,5.8400,5.8600,5.8900,55323481,324467288.0000,3,0.156000,1,-0.509300,0
2020-02-11,sh.600016,5.8800,5.9300,5.8700,5.9000,5.8600,55660300,328579887.0000,3,0.157000,1,0.682600,0
2020-02-12,sh.600016,5.8900,5.9100,5.8600,5.9000,5.9000,49723580,292778386.0000,3,0.140200,1,0.000000,0
2020-02-13,sh.600016,5.9000,5.9100,5.8500,5.8600,5.9000,51979715,305197446.0000,3,0.146600,1,-0.678000,0
2020-02-14,sh.600016,5.8400,5.8900,5.8400,5.8900,5.8600,42512232,249661074.0000,3,0.119900,1,0.511900,0
2020-02-17,sh.600016,5.8800,5.9700,5.8700,5.9600,5.8900,80435258,476445638.0000,3,0.226800,1,1.188500,0
2020-02-18,sh.600016,5.9400,5.9500,5.8900,5.9000,5.9600,70888994,419484456.0000,3,0.199900,1,-1.006700,0
2020-02-19,sh.600016,5.9000,5.9400,5.8800,5.8900,5.9000,66720176,394348520.0000,3,0.188100,1,-0.169500,0
2020-02-20,sh.600016,5.9100,5.9500,5.8600,5.9400,5.8900,93673578,553245920.0000,3,0.264200,1,0.848900,0
2020-02-21,sh.600016,5.9200,5.9500,5.8900,5.9100,5.9400,95581084,565365701.0000,3,0.269500,1,-0.505100,0
2020-02-24,sh.600016,5.9100,5.9300,5.8500,5.8600,5.9100,106772123,627643034.0000,3,0.301100,1,-0.846000,0
2020-02-25,sh.600016,5.8100,5.8300,5.7800,5.8100,5.8600,98034804,569073508.0000,3,0.276400,1,-0.853200,0
2020-02-26,sh.600016,5.7800,5.8600,5.7600,5.8400,5.8100,98149877,571603740.0000,3,0.276800,1,0.516400,0
2020-02-27,sh.600016,5.8400,5.8700,5.8200,5.8500,5.8400,71652303,418754012.0000,3,0.202100,1,0.171200,0
2020-02-28,sh.600016,5.8100,5.8300,5.7200,5.7200,5.8500,116398165,671577287.0000,3,0.328200,1,-2.222200,0
2020-03-02,sh.600016,5.7400,5.8200,5.7300,5.8100,5.7200,85119946,492952051.0000,3,0.240000,1,1.573400,0
2020-03-03,sh.600016,5.8300,5.8700,5.8200,5.8400,5.8100,84608878,494403003.0000,3,0.238600,1,0.516400,0
2020-03-04,sh.600016,5.8200,5.8700,5.8200,5.8600,5.8400,56967135,332991161.0000,3,0.160600,1,0.342500,0
2020-03-05,sh.600016,5.8800,5.9600,5.8600,5.9500,5.8600,139365898,825555234.0000,3,0.393000,1,1.535800,0
2020-03-06,sh.600016,5.9000,5.9400,5.8700,5.9000,5.9500,72813948,429378062.0000,3,0.205300,1,-0.840300,0
2020-03-09,sh.600016,5.8400,5.8500,5.7600,5.7900,5.9000,132702499,767788289.0000,3,0.374200,1,-1.864400,0
2020-03-10,sh.600016,5.7600,5.8600,5.7500,5.8400,5.7900,102663912,598253030.0000,3,0.289500,1,0.863600,0
2020-03-11,sh.600016,5.8500,5.8600,5.8000,5.8100,5.8400,60740648,353945377.0000,3,0.171300,1,-0.513700,0
2020-03-12,sh.600016,5.7900,5.8000,5.7600,5.8000,5.8100,75700724,437570229.0000,3,0.213500,1,-0.172100,0
2020-03-13,sh.600016,5.6900,5.8000,5.6400,5.7800,5.8000,122444312,699202201.0000,3,0.345300,1,-0.344800,0
2020-03-16,sh.600016,5.7900,5.8000,5.6800,5.6800,5.7800,103318861,593715247.0000,3,0.291300,1,-1.730100,0
2020-03-17,sh.600016,5.7000,5.7700,5.6400,5.7000,5.6800,95571293,545275008.0000,3,0.269500,1,0.352100,0
2020-03-18,sh.600016,5.7100,5.7200,5.5900,5.6000,5.7000,81174498,459365837.0000,3,0.228900,1,-1.754400,0
2020-03-19,sh.600016,5.6000,5.6100,5.4600,5.4800,5.6000,124212436,686301577.0000,3,0.350300,1,-2.142900,0
2020-03-20,sh.600016,5.5200,5.6100,5.4900,5.6000,5.4800,89827625,497933698.0000,3,0.253300,1,2.189800,0
2020-03-23,sh.600016,5.5000,5.5500,5.4800,5.5400,5.6000,67280463,370711002.0000,3,0.189700,1,-1.071400,0
2020-03-24,sh.600016,5.5800,5.6500,5.5800,5.6300,5.5400,77317850,434577234.0000,3,0.218000,1,1.624600,0
2020-03-25,sh.600016,5.7000,5.7200,5.6400,5.6600,5.6300,75668107,429179170.0000,3,0.213400,1,0.532900,0
2020-03-26,sh.600016,5.6400,5.7100,5.6100,5.6700,5.6600,81823753,463724158.0000,3,0.230700,1,0.176700,0
2020-03-27,sh.600016,5.7000,5.7200,5.6600,5.7100,5.6700,82077570,467737662.0000,3,0.231500,1,0.705500,0
2020-03-30,sh.600016,5.6700,5.7500,5.6500,5.7000,5.7100,110254659,629201134.0000,3,0.310900,1,-0.175100,0
2020-03-31,sh.600016,5.7600,5.7800,5.7000,5.7100,5.7000,117089556,672272499.0000,3,0.330200,1,0.175400,0
2020-04-01,sh.600016,5.7000,5.7500,5.6800,5.6900,5.7100,80746437,461778737.0000,3,0.227700,1,-0.350300,0
2020-04-02,sh.600016,5.6800,5.7200,5.6600,5.7200,5.6900,69844932,397266789.0000,3,0.197000,1,0.527200,0
2020-04-03,sh.600016,5.7000,5.7200,5.6800,5.7100,5.7200,54920472,313280449.0000,3,0.154900,1,-0.174800,0
2020-04-07,sh.600016,5.7800,5.8000,5.7500,5.7800,5.7100,111104498,641377948.0000,3,0.313300,1,1.225900,0
2020-04-08,sh.600016,5.7700,5.8000,5.7500,5.7800,5.7800,67593030,390659812.0000,3,0.190600,1,0.000000,0
2020-04-09,sh.600016,5.8000,5.8200,5.7800,5.7800,5.7800,62324480,361394194.0000,3,0.175700,1,0.000000,0
2020-04-10,sh.600016,5.8000,5.8000,5.7300,5.7700,5.7800,61137087,352437257.0000,3,0.172400,1,-0.173000,0
2020-04-13,sh.600016,5.7600,5.7600,5.7000,5.7000,5.7700,35234155,201822014.0000,3,0.099400,1,-1.213200,0
2020-04-14,sh.600016,5.7400,5.7800,5.7100,5.7800,5.7000,76259768,439362738.0000,3,0.215000,1,1.403500,0
2020-04-15,sh.600016,5.7700,5.7900,5.7600,5.7600,5.7800,55253835,319084927.0000,3,0.155800,1,-0.346000,0
2020-04-16,sh.600016,5.7500,5.7900,5.7400,5.7800,5.7600,53225474,307327144.0000,3,0.150100,1,0.347200,0
2020-04-17,sh.600016,5.8100,5.8200,5.7700,5.7900,5.7800,75143958,435241859.0000,3,0.211900,1,0.173000,0
2020-04-20,sh.600016,5.7900,5.8000,5.7200,5.7300,5.7900,81635590,468354506.0000,3,0.230200,1,-1.036300,0
2020-04-21,sh.600016,5.7300,5.7400,5.6800,5.7000,5.7300,69903371,398595166.0000,3,0.197100,1,-0.523600,0
2020-04-22,sh.600016,5.7000,5.7000,5.6700,5.7000,5.7000,69386296,394605500.0000,3,0.195700,1,0.000000,0
2020-04-23,sh.600016,5.7100,5.7100,5.6600,5.6900,5.7000,63564144,361094887.0000,3,0.179200,1,-0.175400,0
2020-04-24,sh.600016,5.6900,5.7200,5.6500,5.7000,5.6900,61439742,349760283.0000,3,0.173300,1,0.175700,0
2020-04-27,sh.600016,5.7200,5.7800,5.7100,5.7600,5.7000,70661725,406980306.0000,3,0.199300,1,1.052600,0
2020-04-28,sh.600016,5.7700,5.7800,5.7100,5.7500,5.7600,59990973,345034811.0000,3,0.169200,1,-0.173600,0
2020-04-29,sh.600016,5.7700,5.8700,5.7600,5.8700,5.7500,87767294,511727597.0000,3,0.247500,1,2.087000,0
2020-04-30,sh.600016,5.8700,5.9100,5.8400,5.8900,5.8700,83403170,490600010.0000,3,0.235200,1,0.340700,0
2020-05-06,sh.600016,5.8000,5.8700,5.7800,5.8400,5.8900,99955810,581141848.0000,3,0.281900,1,-0.848900,0
2020-05-07,sh.600016,5.8400,5.8400,5.8000,5.8000,5.8400,54734473,318514005.0000,3,0.154300,1,-0.684900,0
2020-05-08,sh.600016,5.8200,5.8500,5.8100,5.8400,5.8000,57168551,333269092.0000,3,0.161200,1,0.689700,0
2020-05-11,sh.600016,5.8300,5.8700,5.8200,5.8200,5.8400,48828522,285033862.0000,3,0.137700,1,-0.342500,0
2020-05-12,sh.600016,5.8200,5.8400,5.7800,5.7900,5.8200,52036002,302260221.0000,3,0.146700,1,-0.515500,0
2020-05-13,sh.600016,5.7800,5.8000,5.7600,5.7900,5.7900,45745989,264601811.0000,3,0.129000,1,0.000000,0
2020-05-14,sh.600016,5.7800,5.7800,5.7600,5.7700,5.7900,44647561,257553842.0000,3,0.125900,1,-0.345400,0
2020-05-15,sh.600016,5.7800,5.8000,5.7500,5.7600,5.7700,42768426,247068949.0000,3,0.120600,1,-0.173300,0
2020-05-18,sh.600016,5.7700,5.8100,5.7600,5.7800,5.7600,39032923,225904177.0000,3,0.110100,1,0.347200,0
2020-05-19,sh.600016,5.8200,5.8200,5.7800,5.8000,5.7800,36746905,212946399.0000,3,0.103600,1,0.346000,0
2020-05-20,sh.600016,5.7900,5.8200,5.7800,5.8000,5.8000,42034014,243665566.0000,3,0.118500,1,0.000000,0
2020-05-21,sh.600016,5.8200,5.8200,5.7600,5.7600,5.8000,32299850,186940241.0000,3,0.091100,1,-0.689700,0
2020-05-22,sh.600016,5.7600,5.7700,5.6700,5.6800,5.7600,70677239,404349911.0000,3,0.199300,1,-1.388900,0
2020-05-25,sh.600016,5.7200,5.7200,5.6700,5.7000,5.6800,35001767,199222139.0000,3,0.098700,1,0.352100,0
2020-05-26,sh.600016,5.7100,5.7200,5.6900,5.7000,5.7000,39782427,226850332.0000,3,0.112200,1,0.000000,0
2020-05-27,sh.600016,5.7000,5.7400,5.6900,5.7100,5.7000,44501819,254513896.0000,3,0.125500,1,0.175400,0
2020-05-28,sh.600016,5.7200,5.7900,5.7100,5.7600,5.7100,50934726,293111999.0000,3,0.143600,1,0.875700,0
2020-05-29,sh.600016,5.7400,5.7600,5.6900,5.6900,5.7600,48592957,278231792.0000,3,0.137000,1,-1.215300,0
2020-06-01,sh.600016,5.7200,5.7700,5.7200,5.7600,5.6900,55424798,318940679.0000,3,0.156300,1,1.230200,0
2020-06-02,sh.600016,5.7500,5.8000,5.7400,5.7800,5.7600,59065054,340941568.0000,3,0.166600,1,0.347200,0
2020-06-03,sh.600016,5.8000,5.8400,5.7700,5.7700,5.7800,66874279,387900531.0000,3,0.188600,1,-0.173000,0
2020-06-04,sh.600016,5.8100,5.8100,5.7300,5.7400,5.7700,53806289,309604530.0000,3,0.151700,1,-0.519900,0
2020-06-05,sh.600016,5.7500,5.7600,5.7300,5.7600,5.7400,37523911,215585587.0000,3,0.105800,1,0.348400,0
2020-06-08,sh.600016,5.7600,5.7800,5.7500,5.7500,5.7600,56311345,324472929.0000,3,0.158800,1,-0.173600,0
2020-06-09,sh.600016,5.7500,5.8000,5.7400,5.7800,5.7500,69917407,403376700.0000,3,0.197200,1,0.521700,0
2020-06-10,sh.600016,5.7800,5.7900,5.7400,5.7400,5.7800,60899362,350358151.0000,3,0.171700,1,-0.692000,0
2020-06-11,sh.600016,5.7400,5.7500,5.6800,5.6900,5.7400,93217468,532232101.0000,3,0.262900,1,-0.871100,0
2020-06-12,sh.600016,5.6600,5.6900,5.6500,5.6800,5.6900,115936990,657097693.0000,3,0.326900,1,-0.175800,0
2020-06-15,sh.600016,5.6600,5.6600,5.6100,5.6200,5.6800,109584181,617242488.0000,3,0.309000,1,-1.056300,0
2020-06-16,sh.600016,5.6500,5.6600,5.6300,5.6500,5.6200,54719855,308838339.0000,3,0.154300,1,0.533800,0
2020-06-17,sh.600016,5.6400,5.6600,5.6300,5.6500,5.6500,42227991,238257055.0000,3,0.119100,1,0.000000,0
2020-06-18,sh.600016,5.6400,5.6700,5.6100,5.6400,5.6500,61872016,349205410.0000,3,0.174500,1,-0.177000,0
2020-06-19,sh.600016,5.6500,5.7000,5.6400,5.6700,5.6400,91403155,518087893.0000,3,0.257700,1,0.531900,0
2020-06-22,sh.600016,5.6700,5.7000,5.6600,5.6700,5.6700,68510866,389180186.0000,3,0.193200,1,0.000000,0
2020-06-23,sh.600016,5.6600,5.6700,5.6400,5.6500,5.6700,51984811,293801010.0000,3,0.146600,1,-0.352700,0
2020-06-24,sh.600016,5.6600,5.6900,5.6600,5.6700,5.6500,58617734,332573848.0000,3,0.165300,1,0.354000,0
2020-06-29,sh.600016,5.6900,5.7100,5.6400,5.6600,5.6700,77023307,436721126.0000,3,0.217200,1,-0.176400,0
2020-06-30,sh.600016,5.6700,5.6900,5.6600,5.6700,5.6600,54020588,306491497.0000,3,0.152300,1,0.176700,0
2020-07-01,sh.600016,5.6800,5.7600,5.6600,5.7500,5.6700,108018326,617094611.0000,3,0.304600,1,1.410900,0
2020-07-02,sh.600016,5.7400,5.8600,5.7300,5.8600,5.7500,168633828,977992111.0000,3,0.475500,1,1.913000,0
2020-07-03,sh.600016,5.8600,5.9600,5.8600,5.9400,5.8600,188724613,1116860795.0000,3,0.532200,1,1.365200,0
2020-07-06,sh.600016,5.9900,6.4700,5.9900,6.4400,5.9400,537544320,3351035579.0000,3,1.515800,1,8.417500,0
2020-07-07,sh.600016,6.5300,6.7200,6.4000,6.5200,6.4400,483473584,3153091012.0000,3,1.363400,1,1.242200,0
2020-07-08,sh.600016,6.5100,6.6000,6.4800,6.5200,6.5200,334276320,2186538302.0000,3,0.942600,1,0.000000,0
2020-07-09,sh.600016,6.5100,6.5300,6.4200,6.4400,6.5200,263904543,1704474301.0000,3,0.744200,1,-1.227000,0
2020-07-10,sh.600016,6.4300,6.4600,6.2500,6.2700,6.4400,310827792,1969370145.0000,3,0.876500,1,-2.639800,0
2020-07-13,sh.600016,5.9000,5.9300,5.8000,5.8500,5.9000,309603024,1813312119.0000,3,0.873100,1,-0.847500,0
2020-07-14,sh.600016,5.8300,5.8600,5.7000,5.7400,5.8500,230664817,1333564011.0000,3,0.650500,1,-1.880300,0
2020-07-15,sh.600016,5.7700,5.7900,5.6400,5.6500,5.7400,207848971,1184628864.0000,3,0.586100,1,-1.567900,0
2020-07-16,sh.600016,5.6800,5.7300,5.6100,5.6200,5.6500,200573239,1136685858.0000,3,0.565600,1,-0.531000,0
2020-07-17,sh.600016,5.6500,5.6700,5.5700,5.6000,5.6200,136530705,765413059.0000,3,0.385000,1,-0.355900,0
2020-07-20,sh.600016,5.6100,5.7300,5.6000,5.7000,5.6000,185635506,1053327466.0000,3,0.523500,1,1.785700,0
2020-07-21,sh.600016,5.7200,5.7200,5.6400,5.6600,5.7000,114172213,647572337.6400,3,0.322000,1,-0.701800,0
2020-07-22,sh.600016,5.6700,5.7200,5.6300,5.6400,5.6600,148799415,843785754.2900,3,0.419600,1,-0.353400,0
2020-07-23,sh.600016,5.6200,5.6600,5.5500,5.6100,5.6400,131801693,737877611.2200,3,0.371700,1,-0.531900,0
2020-07-24,sh.600016,5.6000,5.6100,5.5000,5.5200,5.6100,158519502,879661643.6700,3,0.447000,1,-1.604300,0
2020-07-27,sh.600016,5.5600,5.5600,5.5000,5.5200,5.5200,94194752,520331784.9200,3,0.265600,1,0.000000,0
2020-07-28,sh.600016,5.5400,5.5700,5.5200,5.5300,5.5200,77196488,427601069.7200,3,0.217700,1,0.181200,0
2020-07-29,sh.600016,5.5300,5.6000,5.5200,5.5900,5.5300,101206915,563911219.0600,3,0.285400,1,1.085000,0
2020-07-30,sh.600016,5.6000,5.6000,5.5400,5.5400,5.5900,85956187,477992730.4500,3,0.242400,1,-0.894500,0
2020-07-31,sh.600016,5.5400,5.5900,5.5000,5.5400,5.5400,123505120,684142577.7100,3,0.348300,1,0.000000,0
2020-08-03,sh.600016,5.5600,5.5800,5.5400,5.5600,5.5400,135875168,755197422.1700,3,0.383200,1,0.361000,0
2020-08-04,sh.600016,5.5800,5.6700,5.5600,5.6500,5.5600,193211436,1086363022.3300,3,0.544800,1,1.618700,0
2020-08-05,sh.600016,5.6500,5.6500,5.5600,5.5900,5.6500,106809384,597477104.2200,3,0.301200,1,-1.061900,0
2020-08-06,sh.600016,5.6000,5.6300,5.5500,5.6000,5.5900,100944770,563692348.1900,3,0.284700,1,0.178900,0
2020-08-07,sh.600016,5.6000,5.6000,5.5400,5.5600,5.6000,100371685,558453350.4800,3,0.283000,1,-0.714300,0
2020-08-10,sh.600016,5.5700,5.6100,5.5500,5.6000,5.5600,107137601,598775524.2800,3,0.302100,1,0.719400,0
2020-08-11,sh.600016,5.5900,5.6700,5.5700,5.5800,5.6000,140994559,794221745.9200,3,0.397600,1,-0.357100,0
2020-08-12,sh.600016,5.5800,5.6200,5.5600,5.6200,5.5800,113843092,636322125.6200,3,0.321000,1,0.716800,0
2020-08-13,sh.600016,5.6300,5.6300,5.5900,5.5900,5.6200,65758088,368451992.2800,3,0.185400,1,-0.533800,0
2020-08-14,sh.600016,5.5900,5.6400,5.5800,5.6300,5.5900,95408050,535168875.7600,3,0.269000,1,0.715600,0
2020-08-17,sh.600016,5.6300,5.7800,5.6300,5.7200,5.6300,278289312,1590993297.8400,3,0.784800,1,1.598600,0
